obsECIx,obsECIy,obsECIz,jdHistory,obsRelx,obsRely,obsRelz,sunPosIx,sunPosIy,sunPosz
-905287.4632715685,5233929.417315909,3530873.695584067,2458535.99664631,-19389582.90846242,-32663773.33142599,3506589.298429396,130980522670.7212,-63101096368.78722,-27354313244.56155
-907195.7512521718,5233596.638086445,3530877.184141257,2458535.996704181,-19377674.27015279,-32670845.78203113,3506604.187612975,130980594334.1807,-63100974922.8779,-27354260594.96317
-909103.9024273958,5233263.165787986,3530880.672433863,2458535.996762051,-19365763.03980441,-32677913.88716513,3506619.079758516,130980665996.9298,-63100853477.88167,-27354207945.76071
-911011.9472349822,5232928.995101172,3530884.160517529,2458535.996819921,-19353849.24969281,-32684977.65125319,3506633.974920148,130980737660.1259,-63100732031.8375,-27354155296.10402
-912919.8700750861,5232594.128749477,3530887.648363736,2458535.996877792,-19341932.88605593,-32692037.07067853,3506648.873067834,130980809323.1873,-63100610585.73077,-27354102646.42026
-914827.6553898728,5232258.56947214,3530891.135944046,2458535.996935662,-19330013.93517403,-32699092.14180928,3506663.774171618,130980880985.5356,-63100489140.54221,-27354049997.13463
-916735.3335351059,5231922.311929901,3530894.623313948,2458535.996993532,-19318092.42924146,-32706142.86909264,3506678.678285474,130980952648.3318,-63100367694.30395,-27353997347.394
-918642.8889519998,5231585.358856608,3530898.110445001,2458535.997051403,-19306168.35453829,-32713189.24890343,3506693.585379439,130981024310.9933,-63100246248.00332,-27353944697.6264
-920550.3060476652,5231247.713015264,3530901.597308704,2458535.997109273,-19294241.69731081,-32720231.27758795,3506708.495423495,130981095972.9426,-63100124802.61907,-27353892048.25615
-922457.6152481318,5230909.369019925,3530905.083960669,2458535.997167144,-19282312.48982455,-32727268.95964216,3506723.408471736,130981167635.3378,-63100003356.18864,-27353839398.43242
-924364.7856222321,5230570.332357582,3530908.570344359,2458535.997225014,-19270380.70298817,-32734302.28868973,3506738.324466102,130981239297.5992,-63099881909.69413,-27353786748.58098
-926271.8322557413,5230230.600355098,3530912.056487349,2458535.997282884,-19258446.35372759,-32741331.26651513,3506753.243432651,130981310959.1497,-63099760464.11414,-27353734099.12608
-928178.7702304663,5229890.170317062,3530915.542417212,2458535.997340755,-19246509.4589651,-32748355.89492577,3506768.165397434,130981382621.1419,-63099639017.49486,-27353681449.2207
-930085.5839555864,5229549.045018116,3530919.028105444,2458535.997398625,-19234570.00495066,-32755376.17025971,3506783.090330427,130981454283.0045,-63099517570.80459,-27353628799.2846
-931992.2578442884,5229207.227255371,3530922.513523553,2458535.997456495,-19222627.97793858,-32762392.08883317,3506798.018201616,130981525944.1551,-63099396125.03078,-27353576149.74588
-933898.8223107529,5228864.711576342,3530925.998727139,2458535.997514366,-19210683.41018449,-32769403.65521266,3506812.949065079,130981597605.7503,-63099274678.21244,-27353523499.75441
-935805.2617671976,5228521.50077273,3530929.483687703,2458535.997572236,-19198736.28794235,-32776410.86572119,3506827.882890796,130981669267.2071,-63099153231.33844,-27353470849.73888
-937711.5759601847,5228177.594890158,3530932.968404785,2458535.997630107,-19186786.61280081,-32783413.71942849,3506842.819676782,130981740928.535,-63099031784.39192,-27353418199.69197
-939617.7493070003,5227832.996748463,3530936.452849897,2458535.997687977,-19174834.37101961,-32790412.21263075,3506857.759393029,130981812589.1568,-63098910338.35157,-27353365550.03799
-941523.8122138379,5227487.700850814,3530939.937078626,2458535.997745847,-19162879.5948476,-32797406.34994153,3506872.702093598,130981884250.2175,-63098788891.27679,-27353312899.93563
-943429.7490970048,5227141.710011635,3530943.421062481,2458535.997803718,-19150922.27054417,-32804396.12766379,3506887.647748476,130981955911.1456,-63098667444.13621,-27353260249.80481
-945335.5444149112,5226795.027060881,3530946.904773053,2458535.997861588,-19138962.38441111,-32811381.54208561,3506902.596327728,130982027571.3596,-63098545997.91557,-27353207600.07287
-947241.2284916556,5226447.646482301,3530950.388265775,2458535.997919458,-19126999.96861625,-32818362.59784197,3506917.547885264,130982099232.0242,-63098424550.64008,-27353154949.88371
-949146.7857846681,5226099.571100458,3530953.871512234,2458535.997977329,-19115035.0094609,-32825339.29122774,3506932.502391145,130982170892.5513,-63098303103.30726,-27353102299.66976
-951052.2007174387,5225750.803769266,3530957.354483959,2458535.998035199,-19103067.49321288,-32832311.61850909,3506947.459815374,130982242552.3722,-63098181656.88071,-27353049649.84876
-952957.5036840646,5225401.338925394,3530960.837236509,2458535.99809307,-19091097.45211126,-32839279.58436996,3506962.420211984,130982314212.6291,-63098060209.42494,-27352996999.58166
-954862.6791070479,5225051.179417348,3530964.319741406,2458535.99815094,-19079124.87242312,-32846243.18508343,3506977.383550971,130982385872.7563,-63097938761.89819,-27352944349.28384
-956767.71141301,5224700.328116087,3530967.801970186,2458535.99820881,-19067149.74042054,-32853202.41690057,3506992.349802344,130982457532.1753,-63097817315.28107,-27352891699.38046
-958672.6309899448,5224348.779425029,3530971.283978395,2458535.998266681,-19055172.08833717,-32860157.28454069,3507007.319020122,130982529192.0372,-63097695867.62276,-27352839049.02575
-960577.422263477,5223996.536209728,3530974.765737565,2458535.998324551,-19043191.90244452,-32867107.78426169,3507022.291174309,130982600851.7664,-63097574419.89878,-27352786398.64264
-962482.0696633814,5223643.601358162,3530978.247219231,2458535.998382421,-19031209.1690187,-32874053.91229968,3507037.266234912,130982672510.7804,-63097452973.09634,-27352733748.65912
-964386.6035715104,5223289.969240529,3530981.728478936,2458535.998440292,-19019223.92028794,-32880995.67340932,3507052.244255944,130982744170.2433,-63097331525.24232,-27352681098.21979
-966291.0084546355,5222935.642732326,3530985.209488279,2458535.998498162,-19007236.14256599,-32887933.06384053,3507067.225207479,130982815829.5736,-63097210077.32258,-27352628447.75203
-968195.2686316906,5222580.624759806,3530988.690218602,2458535.998556032,-18995245.822019,-32894866.07979318,3507082.209059325,130982887488.1917,-63097088630.31925,-27352575797.68163
-970099.4146303572,5222224.909631585,3530992.170725703,2458535.998613903,-18983252.99102217,-32901794.72608548,3507097.195865752,130982959147.2498,-63096967182.27988,-27352523147.16215
-972003.4307685678,5221868.500268556,3530995.65098092,2458535.998671773,-18971257.63574127,-32908718.99892399,3507112.185596569,130983030806.1781,-63096845734.1696,-27352470496.612
-973907.30148246,5221511.399592798,3530999.130955801,2458535.998729643,-18959259.7424606,-32915638.8945148,3507127.178221792,130983102464.3952,-63096724286.97413,-27352417846.45852
-975811.0572174813,5221153.601893793,3531002.610705998,2458535.998787514,-18947259.34347408,-32922554.41769725,3507142.173795542,130983174123.0582,-63096602838.73227,-27352365195.85146
-977714.682370753,5220795.110095304,3531006.09020299,2458535.998845384,-18935256.42502762,-32929465.56467709,3507157.172287767,130983245781.5866,-63096481390.42805,-27352312545.21744
-979618.1614195916,5220435.927129221,3531009.569418407,2458535.998903255,-18923250.97344765,-32936372.33165257,3507172.173668565,130983317439.4008,-63096359943.04375,-27352259894.98231
-981521.524651241,5220076.047280396,3531013.048407605,2458535.998961125,-18911243.02087084,-32943274.72346972,3507187.177991759,130983389097.6649,-63096238494.60624,-27352207244.29064
-983424.7565420014,5219715.473475335,3531016.527142213,2458535.999018996,-18899232.55362322,-32950172.73633355,3507202.185227445,130983460755.7893,-63096117046.11485,-27352154593.5757
-985327.8415344304,5219354.208670122,3531020.005593793,2458535.999076866,-18887219.55799742,-32957066.36642018,3507217.195345652,130983532413.2105,-63095995598.52468,-27352101943.25153
-987230.8099854589,5218992.247102063,3531023.483817832,2458535.999134736,-18875204.0662007,-32963955.61862518,3507232.208400336,130983604071.0707,-63095874149.90008,-27352049292.47896
-989133.6463366167,5218629.591721846,3531026.961785892,2458535.999192607,-18863186.06452535,-32970840.48913138,3507247.224361521,130983675728.7991,-63095752701.20792,-27351996641.67719
-991036.3350337052,5218266.245502571,3531030.439469543,2458535.999250477,-18851165.53926813,-32977720.97409994,3507262.243199246,130983747385.8184,-63095631253.42725,-27351943991.27064
-992938.9064273313,5217902.202648344,3531033.91692426,2458535.999308347,-18839142.52263098,-32984597.07846163,3507277.264967448,130983819043.2796,-63095509804.60696,-27351891340.41346
-994841.3449622642,5217537.466126864,3531037.394121611,2458535.999366218,-18827117.00091026,-32991468.79838436,3507292.289636162,130983890700.6101,-63095388355.71748,-27351838689.52635
-996743.6350875644,5217172.038928244,3531040.871033172,2458535.999424088,-18815088.96040697,-32998336.13001425,3507307.317175427,130983962357.2274,-63095266907.74616,-27351786039.03736
-998645.8071854427,5216805.91521609,3531044.347714477,2458535.999481958,-18803058.43335577,-33005199.07832456,3507322.347639242,130984034014.2857,-63095145458.73717,-27351733388.09859
-1000547.845628002,5216439.09798972,3531047.82413696,2458535.999539829,-18791025.405981,-33012057.6394537,3507337.380997504,130984105671.2151,-63095024009.65551,-27351680737.12838
-1002449.734905547,5216071.590248959,3531051.300272273,2458535.999597699,-18778989.86462623,-33018911.80953997,3507352.417220328,130984177327.4337,-63094902561.48848,-27351628086.55476
-1004351.50535593,5215703.386131528,3531054.776175865,2458535.999655569,-18766951.84148216,-33025761.59358476,3507367.456361624,130984248984.0959,-63094781112.27872,-27351575435.52916
-1006253.141430452,5215334.488639154,3531058.25181932,2458535.99971344,-18754911.32285381,-33032606.98772586,3507382.498391442,130984320640.6225,-63094659663.00814,-27351522784.47726
-1008154.627546807,5214964.900803343,3531061.727174155,2458535.99977131,-18742868.29501265,-33039447.98807212,3507397.543279757,130984392296.441,-63094538214.64727,-27351470133.81981
-1010055.994150255,5214594.616706492,3531065.202296019,2458535.999829181,-18730822.79025842,-33046284.59968195,3507412.59108068,130984463952.7022,-63094416765.24513,-27351417482.71102
-1011957.225581554,5214223.639389477,3531068.677156288,2458535.999887051,-18718774.7947857,-33053116.81865643,3507427.64176405,130984535608.8289,-63094295315.78077,-27351364831.57532
-1013858.306337604,5213851.971886041,3531072.151726627,2458535.999944921,-18706724.29494654,-33059944.64110398,3507442.695299991,130984607264.2494,-63094173867.22254,-27351312180.83253
-1015759.266743363,5213479.60826755,3531075.626062461,2458536.000002792,-18694671.32292089,-33066768.07209625,3507457.751742389,130984678920.1097,-63094052417.62817,-27351259529.64061
-1017660.091256736,5213106.551569746,3531079.100135387,2458536.000060662,-18682615.86502207,-33073587.10774123,3507472.8110613,130984750575.8394,-63093930967.96471,-27351206878.41882
-1019560.764340014,5212732.804850742,3531082.573917004,2458536.000118532,-18670557.90756805,-33080401.74412513,3507487.873226782,130984822230.854,-63093809519.22279,-27351154227.5966
-1021461.316311654,5212358.362148746,3531086.047462725,2458536.000176403,-18658497.48273332,-33087211.9863548,3507502.938292709,130984893886.3194,-63093688069.42599,-27351101576.31713
-1023361.731632886,5211983.226516485,3531089.520744148,2458536.000234273,-18646434.57683541,-33094017.83052322,3507518.006229134,130984965541.6452,-63093566619.57533,-27351048925.01439
-1025262.010051075,5211607.398003832,3531092.993760815,2458536.000292144,-18634369.19147835,-33100819.27572693,3507533.07703406,130985037196.8402,-63093445169.65558,-27350996273.68177
-1027162.136032989,5211230.87969157,3531096.466484337,2458536.000350014,-18622301.31298582,-33107616.3180322,3507548.150677553,130985108851.3262,-63093323720.6471,-27350943622.74428
-1029062.139888357,5210853.665573684,3531099.938970107,2458536.000407884,-18610230.97352483,-33114408.9625928,3507563.227213466,130985180506.253,-63093202270.60083,-27350890971.35695
-1030962.006082878,5210475.758725568,3531103.411189734,2458536.000465755,-18598158.15941863,-33121197.20548176,3507578.306611862,130985252161.0511,-63093080820.48202,-27350838319.93823
-1032861.719124613,5210097.162237427,3531106.883114906,2458536.000523625,-18586082.85703316,-33127981.04275799,3507593.388842888,130985323815.135,-63092959371.28303,-27350785668.91835
-1034761.309240879,5209717.870085214,3531110.354800866,2458536.000581495,-18574005.09845392,-33134760.47959531,3507608.473960242,130985395469.661,-63092837921.04451,-27350733017.44789
-1036660.760938664,5209337.88535376,3531113.826219298,2458536.000639366,-18561924.87004639,-33141535.51205935,3507623.561934064,130985467124.0582,-63092716470.73338,-27350680365.94602
-1038560.058691512,5208957.211157816,3531117.297341827,2458536.000697236,-18549842.15814293,-33148306.13618649,3507638.652734431,130985538777.7431,-63092595021.33873,-27350627714.84153
-1040459.232795942,5208575.841425087,3531120.768223824,2458536.000755107,-18537756.99489918,-33155072.35720084,3507653.746415173,130985610431.871,-63092473570.90295,-27350575063.28576
-1042358.26772442,5208193.779264936,3531124.238836908,2458536.000812977,-18525669.36664694,-33161834.17114557,3507668.842946361,130985682085.8672,-63092352120.3997,-27350522411.70081
-1044257.147953908,5207811.027809102,3531127.709152715,2458536.000870847,-18513579.25972301,-33168591.57404205,3507683.942298085,130985753739.1522,-63092230670.8111,-27350469760.51245
-1046155.903774261,5207427.580952141,3531131.179226595,2458536.000928718,-18501486.7062772,-33175344.57114962,3507699.044524149,130985825392.8801,-63092109220.1813,-27350417108.87278
-1048054.519661358,5207043.441820406,3531134.649030179,2458536.000986588,-18489391.69264583,-33182093.15849642,3507714.149594638,130985897046.4744,-63091987769.48741,-27350364457.2054
-1049952.980095594,5206658.613562611,3531138.118535107,2458536.001044458,-18477294.20516972,-33188837.33208903,3507729.257479643,130985968699.3615,-63091866319.70152,-27350311805.93172
-1051851.315398013,5206273.09003249,3531141.587796789,2458536.001102329,-18465194.27603111,-33195577.0972295,3507744.368233025,130986040352.6875,-63091744868.88117,-27350259154.20966
-1053749.509972154,5205886.874388754,3531145.056786723,2458536.001160199,-18453091.89149487,-33202312.44991565,3507759.481824737,130986112005.8847,-63091623417.98836,-27350206502.45625
-1055647.548301876,5205499.969797138,3531148.525476553,2458536.001218069,-18440987.0379063,-33209043.38613906,3507774.598224873,130986183658.3699,-63091501968.01206,-27350153851.10023
-1057545.460777233,5205112.370062768,3531151.993921817,2458536.00127594,-18428879.74751719,-33215769.91125259,3507789.717487422,130986255311.2959,-63091380516.9978,-27350101199.29432
-1059443.231767352,5204724.078369132,3531155.46209395,2458536.00133381,-18416770.00655913,-33222492.02123122,3507804.839582269,130986326964.0932,-63091259065.91093,-27350048547.45699
-1061340.845759565,5204335.097898926,3531158.929964602,2458536.00139168,-18404657.80138171,-33229209.71205163,3507819.964479515,130986398616.1765,-63091137615.744,-27349995896.01855
-1063238.333099266,5203945.42243183,3531162.397589229,2458536.001449551,-18392543.16419322,-33235922.98909407,3507835.092233066,130986470268.7055,-63091016164.53067,-27349943244.12654
-1065135.678234805,5203555.055152869,3531165.86493941,2458536.001507421,-18380426.08130512,-33242631.84833416,3507850.22281295,130986541921.098,-63090894713.25845,-27349890592.20906
-1067032.865694855,5203163.999253858,3531169.331986874,2458536.001565292,-18368306.53910946,-33249336.28574141,3507865.356189344,130986613572.7852,-63090773262.89086,-27349837940.68385
-1068929.925666547,5202772.2485125,3531172.798786784,2458536.001623162,-18356184.56965712,-33256036.30670009,3507880.492415861,130986685224.9151,-63090651811.48202,-27349785288.70729
-1070826.842677448,5202379.806115241,3531176.265310868,2458536.001681033,-18344060.15933966,-33262731.90718645,3507895.631462676,130986756876.9096,-63090530360.01241,-27349732636.70447
-1072723.601221882,5201986.675278659,3531179.731530786,2458536.001738903,-18331933.29451573,-33269423.08314727,3507910.773299897,130986828528.1949,-63090408909.45421,-27349679985.09681
-1074620.231555857,5201592.849731759,3531183.197501833,2458536.001796773,-18319804.00730597,-33276109.84001758,3507925.917981267,130986900179.9211,-63090287457.85818,-27349627333.03932
-1076516.718172584,5201198.332685743,3531186.663195669,2458536.001854644,-18307672.28406852,-33282792.17375089,3507941.065476892,130986971831.5185,-63090166006.18952,-27349574680.95041
-1078413.045569912,5200803.127374152,3531190.128583965,2458536.001912514,-18295538.11116647,-33289470.08027907,3507956.215756889,130987043482.4037,-63090044555.43749,-27349522029.25894
-1080309.243996975,5200407.227492899,3531193.593722002,2458536.001970384,-18283401.52071448,-33296143.56507228,3507971.368874987,130987115133.7339,-63089923103.64072,-27349469377.11463
-1082205.297950503,5200010.636270142,3531197.058581446,2458536.002028255,-18271262.49907513,-33302812.62406913,3507986.524801296,130987186784.9264,-63089801651.78678,-27349416724.94561
-1084101.191931892,5199613.356956381,3531200.523133975,2458536.002086125,-18259121.03261595,-33309477.25318655,3508001.68350594,130987258435.4127,-63089680200.839,-27349364073.16949
-1085996.956221192,5199215.38320649,3531203.987434924,2458536.002143995,-18246977.15348346,-33316137.45793779,3508016.845042698,130987330086.338,-63089558748.85683,-27349311420.94503
-1087892.57524301,5198816.718281476,3531207.451455829,2458536.002201866,-18234830.84796901,-33322793.23423064,3508032.009381552,130987401737.1365,-63089437296.79864,-27349258768.68766
-1089788.03354014,5198417.365440845,3531210.915168443,2458536.002259736,-18222682.10248239,-33329444.5779751,3508047.176492697,130987473387.2219,-63089315845.65862,-27349206116.82843
-1091683.361347854,5198017.318314355,3531214.378628023,2458536.002317606,-18210530.94912636,-33336091.49471152,3508062.346429835,130987545037.7472,-63089194393.48264,-27349153464.52014
-1093578.543169979,5197616.580164073,3531217.841806245,2458536.002375477,-18198377.37427225,-33342733.98034874,3508077.519163086,130987616688.1437,-63089072941.23407,-27349100812.18046
-1095473.563477244,5197215.15428241,3531221.304674735,2458536.002433347,-18186221.36425888,-33349372.03076583,3508092.694662516,130987688337.8291,-63088951489.90012,-27349048160.23736
-1097368.452611382,5196813.034241993,3531224.767288937,2458536.002491218,-18174062.95129605,-33356005.65156243,3508107.872982014,130987759987.9603,-63088830037.51987,-27348995507.84072
-1099263.19496635,5196410.223345902,3531228.229620334,2458536.002549088,-18161902.12164639,-33362634.83860833,3508123.054091503,130987831637.952,-63088708585.08578,-27348942855.42083
-1101157.77509211,5196006.724887447,3531231.691640692,2458536.002606958,-18149738.86172901,-33369259.58778364,3508138.237961192,130987903287.2375,-63088587133.55796,-27348890203.39389
-1103052.223209927,5195602.532430258,3531235.153405238,2458536.002664829,-18137573.20363369,-33375879.90469928,3508153.424644749,130987974936.9678,-63088465680.98545,-27348837550.91413
-1104946.523868602,5195197.649262207,3531238.614885737,2458536.002722699,-18125405.13377942,-33382495.78524198,3508168.614112379,130988046586.5624,-63088344228.35243,-27348784898.4082
-1106840.676740704,5194792.075453278,3531242.076081588,2458536.00278057,-18113234.65370805,-33389107.22851758,3508183.806361922,130988118236.0263,-63088222775.65019,-27348732245.87233
-1108734.666343222,5194385.814327435,3531245.536964502,2458536.00283844,-18101061.74980675,-33395714.23037838,3508199.001363529,130988189884.7752,-63088101323.8695,-27348679593.73605
-1110628.522963591,5193978.859388012,3531248.99758982,2458536.00289631,-18088886.45423331,-33402316.79649802,3508214.19917098,130988261533.9719,-63087979871.03903,-27348626941.14474
-1112522.231079839,5193571.213961666,3531252.457929183,2458536.002954181,-18076708.75333644,-33408914.92272748,3508229.399754355,130988333183.034,-63087858418.14622,-27348574288.52647
-1114415.775212588,5193162.881389245,3531255.917954301,2458536.003012051,-18064528.63350772,-33415508.60490429,3508244.603083803,130988404831.3878,-63087736966.16302,-27348521636.30261
-1116309.185566575,5192753.855157265,3531259.37772037,2458536.003069921,-18052346.12682314,-33422097.84872093,3508259.809212959,130988476480.1825,-63087615513.14207,-27348468983.62893
-1118202.446661264,5192344.138601207,3531262.837199103,2458536.003127792,-18040161.21967373,-33428682.65002163,3508275.018111974,130988548128.8407,-63087494060.06226,-27348416330.9298
-1120095.543058718,5191933.735070658,3531266.296362288,2458536.003185662,-18027973.8984934,-33435263.00463722,3508290.229751071,130988619776.7945,-63087372607.88527,-27348363678.62214
-1121988.504880975,5191522.638035478,3531269.75526497,2458536.003243532,-18015784.19527634,-33441838.9182789,3508305.444183735,130988691425.1902,-63087251154.66868,-27348311025.86386
-1123881.316688938,5191110.850839895,3531273.213878932,2458536.003301403,-18003592.09645591,-33448410.38678418,3508320.661380185,130988763073.4543,-63087129701.38461,-27348258373.07638
-1125773.963010572,5190698.37685862,3531276.672175907,2458536.003359273,-17991397.58843282,-33454977.40596081,3508335.881310589,130988834721.0053,-63087008249.01875,-27348205720.68705
-1127666.474036295,5190285.209512104,3531280.130211061,2458536.003417144,-17979200.70327055,-33461539.98157147,3508351.10402855,130988906368.9991,-63086886795.61163,-27348153067.84638
-1129558.834292905,5189871.352169689,3531283.587956118,2458536.003475014,-17967001.42736921,-33468098.10943061,3508366.329504228,130988978016.8622,-63086765342.13544,-27348100414.97585
-1131451.028312069,5189456.808223003,3531287.045382814,2458536.003532884,-17954799.74713412,-33474651.7853311,3508381.557707793,130989049664.0151,-63086643889.57235,-27348047762.50121
-1133343.08627699,5189041.571059478,3531290.502546303,2458536.003590755,-17942595.69462248,-33481201.01507065,3508396.788692834,130989121311.6109,-63086522435.96793,-27347995109.57522
-1135234.99271816,5188625.644065383,3531293.959418317,2458536.003648625,-17930389.25623893,-33487745.79444889,3508412.022429517,130989192959.0721,-63086400982.30113,-27347942456.62226
-1137126.732170965,5188209.030649262,3531297.415970598,2458536.003706495,-17918180.41839338,-33494286.11924381,3508427.258888018,130989264605.8232,-63086279529.54743,-27347889804.0652
-1139018.334849103,5187791.724157202,3531300.872258355,2458536.003764366,-17905969.21317444,-33500821.99529652,3508442.498121979,130989336253.0219,-63086158075.74395,-27347837151.05313
-1140909.785211285,5187373.728009042,3531304.32825319,2458536.003822236,-17893755.62691591,-33507353.41837509,3508457.740101437,130989407900.0812,-63086036621.88665,-27347784498.01779
-1142801.067796643,5186955.045630286,3531307.783926853,2458536.003880106,-17881539.64603221,-33513880.38424268,3508472.984796572,130989479546.4332,-63085915168.93746,-27347731845.37621
-1144692.212887063,5186535.670317263,3531311.239334674,2458536.003937977,-17869321.30268113,-33520402.89879213,3508488.232261148,130989551193.2261,-63085793714.95045,-27347679192.28477
-1146583.204907259,5186115.605515159,3531314.694448194,2458536.003995847,-17857100.5831633,-33526920.95776827,3508503.482465138,130989622839.8893,-63085672260.89235,-27347626539.1626
-1148474.028400125,5185694.854666386,3531318.149239173,2458536.004053717,-17844877.47389792,-33533434.55691933,3508518.735378732,130989694485.8405,-63085550807.75086,-27347573886.43785
-1150364.713602461,5185273.411042573,3531321.603762854,2458536.004111588,-17832652.00699843,-33539943.70216498,3508533.991055605,130989766132.2353,-63085429353.56637,-27347521233.26102
-1152255.260259213,5184851.274683071,3531325.058018774,2458536.004169459,-17820424.18408654,-33546448.39265794,3508549.249493725,130989837778.4995,-63085307899.31271,-27347468580.05427
-1154145.622433817,5184428.455853697,3531328.511923001,2458536.004227329,-17808193.96110294,-33552948.61732506,3508564.510607589,130989909424.0518,-63085186445.97561,-27347415927.24494
-1156035.845522482,5184004.944409392,3531331.965558477,2458536.004285199,-17795961.38532164,-33559444.38550465,3508579.77447857,130989981070.0495,-63085064991.59219,-27347363273.98208
-1157925.914070665,5183580.743804073,3531335.418896968,2458536.00434307,-17783726.44316532,-33565935.69293708,3508595.041076863,130990052715.9088,-63084943537.15326,-27347310620.69522
-1159815.812628813,5183155.857513918,3531338.871910243,2458536.00440094,-17771489.12106274,-33572422.53534083,3508610.310372666,130990124361.062,-63084822083.62051,-27347257967.8013
-1161705.571381224,5182730.278752886,3531342.324653455,2458536.00445881,-17759249.45107654,-33578904.91869738,3508625.58241956,130990196006.657,-63084700629.04823,-27347205314.45676
-1163595.174801716,5182304.011008773,3531345.777098231,2458536.004516681,-17747007.41955919,-33585382.83871505,3508640.857187602,130990267652.1232,-63084579174.40331,-27347152661.08082
-1165484.607444561,5181877.057774705,3531349.229216359,2458536.004574551,-17734763.0129439,-33591856.29109751,3508656.134647006,130990339296.8754,-63084457720.67839,-27347100008.10379
-1167373.899524321,5181449.412223118,3531352.681063035,2458536.004632421,-17722516.26332447,-33598325.28186984,3508671.414851396,130990410942.0704,-63084336265.91216,-27347047354.67539
-1169263.035594038,5181021.077841691,3531356.13261004,2458536.004690292,-17710267.15713346,-33604789.80674253,3508686.69777098,130990482587.1297,-63084214811.08542,-27346994701.22083
-1171152.000098708,5180592.058166055,3531359.583828954,2458536.004748162,-17698015.68069569,-33611249.8613788,3508701.983375766,130990554231.4839,-63084093357.16325,-27346942048.1585
-1173040.823283111,5180162.346327065,3531363.034775034,2458536.004806032,-17685761.86613604,-33617705.45184737,3508717.271719435,130990625876.2799,-63083971902.20145,-27346889394.64553
-1174929.489704112,5179731.945829297,3531366.485420068,2458536.004863903,-17673505.69989178,-33624156.57384387,3508732.562772202,130990697520.9383,-63083850447.1824,-27346836741.10781
-1176817.983848269,5179300.860216779,3531369.935735709,2458536.004921773,-17661247.16833017,-33630603.2230252,3508747.856504146,130990769164.8945,-63083728993.0628,-27346784087.9601
-1178706.335877456,5178869.0826045,3531373.385777067,2458536.004979644,-17648986.30349404,-33637045.405478,3508763.152968801,130990840809.2877,-63083607537.91222,-27346731434.36551
-1180594.530352391,5178436.616513956,3531376.835515932,2458536.005037514,-17636723.09182539,-33643483.11688304,3508778.45213638,130990912453.5509,-63083486082.6908,-27346678780.74027
-1182482.551838876,5178003.465488893,3531380.284924104,2458536.005095384,-17624457.51977161,-33649916.35289954,3508793.753977111,130990984097.1032,-63083364628.3841,-27346626127.51165
-1184370.430453558,5177569.622619927,3531383.73405661,2458536.005153255,-17612189.6193311,-33656345.11964061,3508809.058544443,130991055741.0982,-63083243173.03631,-27346573473.83177
-1186258.150761014,5177135.091445448,3531387.182885246,2458536.005211125,-17599919.37695074,-33662769.41277213,3508824.365808595,130991127384.9606,-63083121717.6226,-27346520820.12339
-1188145.697330931,5176699.875526074,3531390.631381823,2458536.005268995,-17587646.77908244,-33669189.22793862,3508839.675739802,130991199028.112,-63083000263.12373,-27346468166.81168
-1190033.100272382,5176263.967919489,3531394.079601349,2458536.005326866,-17575371.85771823,-33675604.571288,3508854.988391493,130991270671.7091,-63082878807.57849,-27346415513.04641
-1191920.344153823,5175827.372180964,3531397.527515633,2458536.005384736,-17563094.5993094,-33682015.4384715,3508870.303733902,130991342315.1695,-63082757351.97433,-27346362859.25566
-1193807.428762021,5175390.088359803,3531400.975124284,2458536.005442607,-17550815.00552605,-33688421.82864688,3508885.621765058,130991413958.5021,-63082635896.29592,-27346310205.4328
-1195694.338596561,5174952.120056575,3531404.422398981,2458536.005500477,-17538533.06275139,-33694823.73742135,3508900.94245506,130991485601.1159,-63082514441.54601,-27346257552.01254
-1197581.088583417,5174513.463815627,3531407.869366996,2458536.005558347,-17526248.78779506,-33701221.16745912,3508916.265829605,130991557244.1823,-63082392985.73768,-27346204898.1335
-1199467.693756382,5174074.116132936,3531411.316055796,2458536.005616218,-17513962.19757538,-33707614.12147322,3508931.591914576,130991628887.1072,-63082271529.87895,-27346152244.23269
-1201354.123369455,5173634.084168549,3531414.762409207,2458536.005674088,-17501673.26323071,-33714002.59151349,3508946.920652223,130991700529.3269,-63082150074.92479,-27346099590.72408
-1203240.407626829,5173193.360877004,3531418.208482412,2458536.005731958,-17489382.01684977,-33720386.583836,3508962.252096147,130991772171.9874,-63082028618.93279,-27346046936.76562
-1205126.53106844,5172751.949861717,3531421.654247165,2458536.005789829,-17477088.44485779,-33726766.09404846,3508977.586216522,130991843814.5202,-63081907162.86651,-27345994282.77504
-1207012.478314692,5172309.85473071,3531425.099675369,2458536.005847699,-17464792.53376018,-33733141.11775486,3508992.922983669,130991915456.3379,-63081785707.72199,-27345941629.18413
-1208898.279373876,5171867.068449588,3531428.544821848,2458536.00590557,-17452494.31545097,-33739511.66120215,3509008.262450834,130991987098.6013,-63081664251.53106,-27345888975.13965
-1210783.918865149,5171423.594621034,3531431.989658501,2458536.00596344,-17440193.7764352,-33745877.72000092,3509023.60458833,130992058740.7282,-63081542795.28109,-27345836321.06964
-1212669.381375249,5170979.436878773,3531435.434157172,2458536.00602131,-17427890.90318578,-33752239.28973141,3509038.949366422,130992130382.1489,-63081421339.93742,-27345783667.3926
-1214554.696980004,5170534.588137852,3531438.878372804,2458536.006079181,-17415585.727665,-33758596.37669324,3509054.296838468,130992202024.0095,-63081299883.55761,-27345731013.26645
