x,y,z,vx,vy,vz
-30881367.4617,28722147.3905,-22851.0514534,-2093.64833992,-2250.79071473,-2.35749606613
-30891833.6519,28710891.5294,-22862.8374157,-2092.82769986,-2251.55369692,-2.35688876964
-30902295.7382,28699631.854,-22874.6203406,-2092.00678182,-2252.31637996,-2.35628116007
-30912753.7192,28688368.366,-22886.4002267,-2091.18558592,-2253.07876373,-2.35567323752
-30923207.5936,28677101.0669,-22898.1770725,-2090.36411226,-2253.84084814,-2.35506500206
-30933657.3599,28665829.9581,-22909.9508762,-2089.54236096,-2254.60263308,-2.35445645378
-30944103.0167,28654555.0411,-22921.7216365,-2088.72033211,-2255.36411847,-2.35384759275
-30954544.5628,28643276.3174,-22933.4893516,-2087.89802583,-2256.12530419,-2.35323841905
-30964981.9965,28631993.7885,-22945.2540201,-2087.07544223,-2256.88619014,-2.35262893277
-30975415.3167,28620707.456,-22957.0156404,-2086.25258141,-2257.64677623,-2.35201913399
-30985844.5219,28609417.3213,-22968.774211,-2085.4294435,-2258.40706234,-2.35140902278
-30996269.6107,28598123.3859,-22980.5297302,-2084.60602858,-2259.16704839,-2.35079859923
-31006690.5817,28586825.6513,-22992.2821964,-2083.78233679,-2259.92673427,-2.35018786343
-31017107.4336,28575524.119,-23004.0316083,-2082.95836822,-2260.68611988,-2.34957681544
-31027520.1649,28564218.7906,-23015.7779641,-2082.13412298,-2261.44520512,-2.34896545535
-31037928.7744,28552909.6675,-23027.5212623,-2081.30960119,-2262.20398988,-2.34835378325
-31048333.2605,28541596.7512,-23039.2615014,-2080.48480295,-2262.96247408,-2.34774179921
-31058733.6219,28530280.0432,-23050.9986798,-2079.65972837,-2263.7206576,-2.34712950332
-31069129.8573,28518959.5451,-23062.7327959,-2078.83437757,-2264.47854034,-2.34651689566
-31079521.9653,28507635.2583,-23074.4638482,-2078.00875065,-2265.23612221,-2.3459039763
-31089909.9444,28496307.1844,-23086.1918351,-2077.18284772,-2265.99340311,-2.34529074533
-31100293.7933,28484975.3248,-23097.9167551,-2076.35666889,-2266.75038293,-2.34467720284
-31110673.5106,28473639.6811,-23109.6386067,-2075.53021427,-2267.50706158,-2.3440633489
-31121049.095,28462300.2547,-23121.3573881,-2074.70348397,-2268.26343894,-2.34344918359
-31131420.545,28450957.0472,-23133.073098,-2073.87647811,-2269.01951493,-2.342834707
-31141787.8593,28439610.06,-23144.7857347,-2073.04919678,-2269.77528945,-2.3422199192
-31152151.0365,28428259.2948,-23156.4952966,-2072.2216401,-2270.53076238,-2.34160482029
-31162510.0752,28416904.7529,-23168.2017823,-2071.39380819,-2271.28593364,-2.34098941033
-31172864.9741,28405546.4359,-23179.9051902,-2070.56570114,-2272.04080312,-2.34037368942
-31183215.7318,28394184.3454,-23191.6055187,-2069.73731908,-2272.79537073,-2.33975765764
-31193562.3468,28382818.4827,-23203.3027663,-2068.9086621,-2273.54963635,-2.33914131506
-31203904.8179,28371448.8495,-23214.9969314,-2068.07973032,-2274.3035999,-2.33852466176
-31214243.1437,28360075.4472,-23226.6880124,-2067.25052386,-2275.05726126,-2.33790769784
-31224577.3227,28348698.2774,-23238.3760078,-2066.42104281,-2275.81062035,-2.33729042337
-31234907.3537,28337317.3415,-23250.0609161,-2065.5912873,-2276.56367706,-2.33667283843
-31245233.2351,28325932.6411,-23261.7427357,-2064.76125743,-2277.31643129,-2.33605494311
-31255554.9658,28314544.1777,-23273.421465,-2063.9309533,-2278.06888295,-2.33543673749
-31265872.5442,28303151.9528,-23285.0971025,-2063.10037504,-2278.82103192,-2.33481822165
-31276185.9691,28291755.9679,-23296.7696467,-2062.26952275,-2279.57287812,-2.33419939567
-31286495.239,28280356.2245,-23308.439096,-2061.43839654,-2280.32442144,-2.33358025963
-31296800.3526,28268952.7242,-23320.1054488,-2060.60699653,-2281.07566178,-2.33296081362
-31307101.3085,28257545.4684,-23331.7687036,-2059.77532281,-2281.82659905,-2.33234105772
-31317398.1053,28246134.4587,-23343.4288589,-2058.94337551,-2282.57723313,-2.33172099201
-31327690.7418,28234719.6966,-23355.085913,-2058.11115474,-2283.32756394,-2.33110061658
-31337979.2164,28223301.1836,-23366.7398645,-2057.27866059,-2284.07759138,-2.3304799315
-31348263.5279,28211878.9212,-23378.3907118,-2056.4458932,-2284.82731534,-2.32985893686
-31358543.6749,28200452.9109,-23390.0384534,-2055.61285265,-2285.57673572,-2.32923763274
-31368819.656,28189023.1543,-23401.6830876,-2054.77953908,-2286.32585243,-2.32861601922
-31379091.4699,28177589.6529,-23413.324613,-2053.94595258,-2287.07466537,-2.32799409639
-31389359.1151,28166152.4082,-23424.9630281,-2053.11209326,-2287.82317443,-2.32737186433
-31399622.5903,28154711.4217,-23436.5983312,-2052.27796125,-2288.57137952,-2.32674932312
-31409881.8942,28143266.6949,-23448.2305208,-2051.44355664,-2289.31928054,-2.32612647285
-31420137.0254,28131818.2294,-23459.8595954,-2050.60887955,-2290.06687738,-2.32550331359
-31430387.9826,28120366.0266,-23471.4855534,-2049.7739301,-2290.81416996,-2.32487984543
-31440634.7643,28108910.0882,-23483.1083933,-2048.93870838,-2291.56115816,-2.32425606845
-31450877.3692,28097450.4156,-23494.7281136,-2048.10321452,-2292.3078419,-2.32363198274
-31461115.796,28085987.0103,-23506.3447126,-2047.26744862,-2293.05422107,-2.32300758838
-31471350.0432,28074519.8739,-23517.9581889,-2046.43141079,-2293.80029557,-2.32238288544
-31481580.1096,28063049.0078,-23529.568541,-2045.59510115,-2294.5460653,-2.32175787403
-31491805.9938,28051574.4137,-23541.1757672,-2044.75851981,-2295.29153018,-2.3211325542
-31502027.6944,28040096.093,-23552.779866,-2043.92166687,-2296.03669008,-2.32050692606
-31512245.21,28028614.0473,-23564.3808359,-2043.08454245,-2296.78154493,-2.31988098968
-31522458.5394,28017128.2781,-23575.9786754,-2042.24714666,-2297.52609461,-2.31925474515
-31532667.681,28005638.7869,-23587.5733829,-2041.40947961,-2298.27033903,-2.31862819255
-31542872.6337,27994145.5752,-23599.1649568,-2040.57154141,-2299.01427809,-2.31800133196
-31553073.396,27982648.6446,-23610.7533957,-2039.73333218,-2299.7579117,-2.31737416346
-31563269.9666,27971147.9966,-23622.3386979,-2038.89485202,-2300.50123974,-2.31674668715
-31573462.3441,27959643.6327,-23633.920862,-2038.05610105,-2301.24426213,-2.3161189031
-31583650.5271,27948135.5545,-23645.4998864,-2037.21707938,-2301.98697877,-2.31549081139
-31593834.5144,27936623.7635,-23657.0757696,-2036.37778711,-2302.72938956,-2.31486241211
-31604014.3045,27925108.2611,-23668.64851,-2035.53822436,-2303.47149439,-2.31423370535
-31614189.8962,27913589.049,-23680.2181062,-2034.69839125,-2304.21329318,-2.31360469118
-31624361.288,27902066.1287,-23691.7845564,-2033.85828788,-2304.95478581,-2.31297536969
-31634528.4786,27890539.5017,-23703.3478593,-2033.01791436,-2305.69597221,-2.31234574097
-31644691.4667,27879009.1695,-23714.9080133,-2032.17727081,-2306.43685225,-2.31171580509
-31654850.2509,27867475.1337,-23726.4650169,-2031.33635734,-2307.17742585,-2.31108556215
-31665004.8298,27855937.3957,-23738.0188684,-2030.49517406,-2307.91769291,-2.31045501221
-31675155.2022,27844395.9572,-23749.5695665,-2029.65372108,-2308.65765334,-2.30982415538
-31685301.3666,27832850.8197,-23761.1171095,-2028.81199851,-2309.39730702,-2.30919299173
-31695443.3217,27821301.9847,-23772.6614959,-2027.97000647,-2310.13665387,-2.30856152134
-31705581.0662,27809749.4537,-23784.2027242,-2027.12774506,-2310.87569378,-2.3079297443
-31715714.5987,27798193.2283,-23795.7407928,-2026.28521441,-2311.61442666,-2.3072976607
-31725843.9179,27786633.3099,-23807.2757003,-2025.44241461,-2312.35285241,-2.30666527062
-31735969.0224,27775069.7002,-23818.807445,-2024.59934579,-2313.09097093,-2.30603257413
-31746089.9109,27763502.4007,-23830.3360255,-2023.75600805,-2313.82878213,-2.30539957134
-31756206.582,27751931.4129,-23841.8614402,-2022.9124015,-2314.5662859,-2.30476626231
-31766319.0345,27740356.7384,-23853.3836876,-2022.06852627,-2315.30348215,-2.30413264713
-31776427.2669,27728778.3786,-23864.9027662,-2021.22438246,-2316.04037078,-2.3034987259
-31786531.2779,27717196.3352,-23876.4186744,-2020.37997017,-2316.7769517,-2.30286449868
-31796631.0661,27705610.6096,-23887.9314107,-2019.53528954,-2317.51322479,-2.30222996557
-31806726.6303,27694021.2035,-23899.4409735,-2018.69034066,-2318.24918998,-2.30159512665
-31816817.9691,27682428.1182,-23910.9473614,-2017.84512365,-2318.98484715,-2.30095998201
-31826905.0811,27670831.3555,-23922.4505728,-2016.99963862,-2319.72019621,-2.30032453173
-31836987.965,27659230.9168,-23933.9506062,-2016.15388568,-2320.45523707,-2.29968877589
-31847066.6195,27647626.8036,-23945.4474601,-2015.30786495,-2321.18996963,-2.29905271458
-31857141.0432,27636019.0176,-23956.9411329,-2014.46157654,-2321.92439378,-2.29841634788
-31867211.2348,27624407.5602,-23968.4316231,-2013.61502056,-2322.65850944,-2.29777967588
-31877277.193,27612792.433,-23979.9189291,-2012.76819712,-2323.39231649,-2.29714269866
-31887338.9163,27601173.6376,-23991.4030495,-2011.92110634,-2324.12581486,-2.2965054163
-31897396.4036,27589551.1754,-24002.8839828,-2011.07374833,-2324.85900444,-2.2958678289
-31907449.6534,27577925.048,-24014.3617273,-2010.22612319,-2325.59188512,-2.29522993653
-31917498.6644,27566295.2571,-24025.8362816,-2009.37823105,-2326.32445682,-2.29459173928
-31927543.4353,27554661.804,-24037.3076442,-2008.53007202,-2327.05671944,-2.29395323724
-31937583.9647,27543024.6904,-24048.7758135,-2007.6816462,-2327.78867288,-2.29331443049
-31947620.2513,27531383.9178,-24060.240788,-2006.83295372,-2328.52031704,-2.29267531911
-31957652.2938,27519739.4877,-24071.7025662,-2005.98399468,-2329.25165183,-2.2920359032
-31967680.0908,27508091.4018,-24083.1611465,-2005.13476919,-2329.98267715,-2.29139618282
-31977703.641,27496439.6615,-24094.6165275,-2004.28527738,-2330.7133929,-2.29075615808
-31987722.9431,27484784.2684,-24106.0687076,-2003.43551934,-2331.44379898,-2.29011582905
-31997737.9957,27473125.224,-24117.5176853,-2002.5854952,-2332.1738953,-2.28947519582
-32007748.7976,27461462.5299,-24128.963459,-2001.73520507,-2332.90368177,-2.28883425847
-32017755.3474,27449796.1877,-24140.4060274,-2000.88464906,-2333.63315827,-2.2881930171
-32027757.6437,27438126.1989,-24151.8453887,-2000.03382729,-2334.36232473,-2.28755147178
-32037755.6852,27426452.565,-24163.2815416,-1999.18273986,-2335.09118103,-2.2869096226
-32047749.4706,27414775.2876,-24174.7144844,-1998.33138688,-2335.81972709,-2.28626746964
-32057738.9986,27403094.3682,-24186.1442158,-1997.47976849,-2336.54796281,-2.285625013
-32067724.2679,27391409.8085,-24197.5707341,-1996.62788477,-2337.27588809,-2.28498225275
-32077705.277,27379721.6098,-24208.9940378,-1995.77573586,-2338.00350283,-2.28433918898
-32087682.0248,27368029.7739,-24220.4141254,-1994.92332186,-2338.73080694,-2.28369582178
-32097654.5098,27356334.3023,-24231.8309955,-1994.07064289,-2339.45780031,-2.28305215124
-32107622.7308,27344635.1965,-24243.2446464,-1993.21769905,-2340.18448287,-2.28240817743
-32117586.6863,27332932.458,-24254.6550768,-1992.36449046,-2340.9108545,-2.28176390044
-32127546.3752,27321226.0884,-24266.0622849,-1991.51101724,-2341.63691511,-2.28111932036
-32137501.7961,27309516.0894,-24277.4662695,-1990.6572795,-2342.36266461,-2.28047443728
-32147452.9476,27297802.4623,-24288.8670288,-1989.80327735,-2343.0881029,-2.27982925127
-32157399.8284,27286085.2088,-24300.2645615,-1988.9490109,-2343.81322988,-2.27918376243
-32167342.4372,27274364.3305,-24311.6588659,-1988.09448028,-2344.53804545,-2.27853797085
-32177280.7728,27262639.8289,-24323.0499407,-1987.23968558,-2345.26254953,-2.2778918766
-32187214.8337,27250911.7056,-24334.4377842,-1986.38462694,-2345.98674201,-2.27724547977
-32197144.6186,27239179.962,-24345.822395,-1985.52930445,-2346.7106228,-2.27659878045
-32207070.1263,27227444.5998,-24357.2037715,-1984.67371823,-2347.4341918,-2.27595177873
-32216991.3553,27215705.6206,-24368.5819123,-1983.8178684,-2348.15744891,-2.27530447469
-32226908.3045,27203963.0259,-24379.9568157,-1982.96175507,-2348.88039405,-2.27465686841
-32236820.9725,27192216.8172,-24391.3284804,-1982.10537835,-2349.60302711,-2.27400895999
-32246729.3579,27180466.9961,-24402.6969048,-1981.24873836,-2350.325348,-2.27336074951
-32256633.4594,27168713.5642,-24414.0620874,-1980.39183521,-2351.04735662,-2.27271223705
-32266533.2758,27156956.5231,-24425.4240267,-1979.53466902,-2351.76905287,-2.2720634227
-32276428.8057,27145195.8742,-24436.7827212,-1978.6772399,-2352.49043667,-2.27141430655
-32286320.0477,27133431.6192,-24448.1381693,-1977.81954795,-2353.21150791,-2.27076488868
-32296207.0007,27121663.7597,-24459.4903695,-1976.96159331,-2353.9322665,-2.27011516918
-32306089.6632,27109892.2971,-24470.8393205,-1976.10337607,-2354.65271234,-2.26946514814
-32315968.034,27098117.2331,-24482.1850205,-1975.24489636,-2355.37284534,-2.26881482564
-32325842.1118,27086338.5692,-24493.5274682,-1974.38615429,-2356.0926654,-2.26816420176
-32335711.8951,27074556.3069,-24504.866662,-1973.52714997,-2356.81217243,-2.26751327661
-32345577.3828,27062770.448,-24516.2026005,-1972.66788352,-2357.53136633,-2.26686205025
-32355438.5735,27050980.9938,-24527.535282,-1971.80835505,-2358.25024701,-2.26621052278
-32365295.4659,27039187.946,-24538.8647052,-1970.94856467,-2358.96881437,-2.26555869429
-32375148.0587,27027391.3062,-24550.1908685,-1970.0885125,-2359.68706831,-2.26490656486
-32384996.3506,27015591.0758,-24561.5137703,-1969.22819866,-2360.40500874,-2.26425413457
-32394840.3403,27003787.2566,-24572.8334093,-1968.36762325,-2361.12263556,-2.26360140352
-32404680.0264,26991979.85,-24584.1497839,-1967.50678639,-2361.83994869,-2.26294837179
-32414515.4077,26980168.8576,-24595.4628925,-1966.6456882,-2362.55694802,-2.26229503947
-32424346.4829,26968354.2811,-24606.7727338,-1965.78432879,-2363.27363345,-2.26164140664
-32434173.2506,26956536.1218,-24618.0793061,-1964.92270828,-2363.9900049,-2.26098747339
-32443995.7095,26944714.3815,-24629.382608,-1964.06082677,-2364.70606227,-2.26033323982
-32453813.8584,26932889.0617,-24640.682638,-1963.19868439,-2365.42180547,-2.25967870599
-32463627.6959,26921060.164,-24651.9793946,-1962.33628124,-2366.13723439,-2.25902387201
-32473437.2208,26909227.6899,-24663.2728762,-1961.47361745,-2366.85234894,-2.25836873796
-32483242.4317,26897391.641,-24674.5630814,-1960.61069313,-2367.56714903,-2.25771330392
-32493043.3273,26885552.0189,-24685.8500088,-1959.74750838,-2368.28163457,-2.25705756999
-32502839.9063,26873708.8252,-24697.1336566,-1958.88406334,-2368.99580546,-2.25640153624
-32512632.1675,26861862.0614,-24708.4140236,-1958.0203581,-2369.7096616,-2.25574520277
-32522420.1095,26850011.7291,-24719.6911082,-1957.15639279,-2370.4232029,-2.25508856967
-32532203.731,26838157.8299,-24730.9649088,-1956.29216752,-2371.13642926,-2.25443163702
-32541983.0307,26826300.3654,-24742.235424,-1955.42768241,-2371.84934059,-2.25377440491
-32551758.0074,26814439.337,-24753.5026524,-1954.56293756,-2372.5619368,-2.25311687342
-32561528.6596,26802574.7465,-24764.7665923,-1953.6979331,-2373.27421779,-2.25245904265
-32571294.9863,26790706.5954,-24776.0272423,-1952.83266914,-2373.98618347,-2.25180091267
-32581056.9859,26778834.8852,-24787.2846009,-1951.9671458,-2374.69783374,-2.25114248359
-32590814.6573,26766959.6176,-24798.5386666,-1951.10136318,-2375.4091685,-2.25048375548
-32600567.9991,26755080.794,-24809.789438,-1950.23532141,-2376.12018767,-2.24982472843
-32610317.0101,26743198.4162,-24821.0369134,-1949.3690206,-2376.83089115,-2.24916540254
-32620061.6889,26731312.4857,-24832.2810915,-1948.50246086,-2377.54127884,-2.24850577788
-32629802.0342,26719423.004,-24843.5219707,-1947.63564231,-2378.25135065,-2.24784585455
-32639538.0449,26707529.9727,-24854.7595495,-1946.76856507,-2378.96110649,-2.24718563263
-32649269.7195,26695633.3934,-24865.9938265,-1945.90122924,-2379.67054626,-2.24652511221
-32658997.0567,26683733.2677,-24877.2248002,-1945.03363496,-2380.37966986,-2.24586429338
-32668720.0554,26671829.5972,-24888.452469,-1944.16578232,-2381.08847721,-2.24520317623
-32678438.7141,26659922.3835,-24899.6768314,-1943.29767145,-2381.79696821,-2.24454176084
-32688153.0317,26648011.6281,-24910.8978861,-1942.42930245,-2382.50514276,-2.24388004731
-32697863.0067,26636097.3326,-24922.1156314,-1941.56067546,-2383.21300078,-2.24321803571
-32707568.638,26624179.4986,-24933.3300659,-1940.69179057,-2383.92054216,-2.24255572614
-32717269.9242,26612258.1277,-24944.5411882,-1939.82264791,-2384.62776682,-2.24189311869
-32726966.864,26600333.2215,-24955.7489966,-1938.9532476,-2385.33467465,-2.24123021344
-32736659.4562,26588404.7815,-24966.9534898,-1938.08358974,-2386.04126557,-2.24056701049
-32746347.6995,26576472.8093,-24978.1546662,-1937.21367446,-2386.74753948,-2.23990350991
-32756031.5926,26564537.3066,-24989.3525244,-1936.34350186,-2387.45349629,-2.2392397118
-32765711.1341,26552598.2749,-25000.5470629,-1935.47307207,-2388.15913591,-2.23857561625
-32775386.3228,26540655.7158,-25011.7382801,-1934.6023852,-2388.86445823,-2.23791122334
-32785057.1575,26528709.6309,-25022.9261746,-1933.73144136,-2389.56946318,-2.23724653317
-32794723.6368,26516760.0217,-25034.1107449,-1932.86024067,-2390.27415064,-2.23658154581
-32804385.7595,26504806.8899,-25045.2919896,-1931.98878325,-2390.97852054,-2.23591626137
-32814043.5242,26492850.237,-25056.469907,-1931.11706922,-2391.68257277,-2.23525067992
-32823696.9298,26480890.0647,-25067.6444959,-1930.24509868,-2392.38630725,-2.23458480156
-32833345.9748,26468926.3745,-25078.8157546,-1929.37287175,-2393.08972387,-2.23391862637
-32842990.6581,26456959.168,-25089.9836816,-1928.50038856,-2393.79282255,-2.23325215445
-32852630.9783,26444988.4468,-25101.1482756,-1927.62764921,-2394.4956032,-2.23258538588
-32862266.9341,26433014.2125,-25112.309535,-1926.75465382,-2395.19806571,-2.23191832074
-32871898.5244,26421036.4666,-25123.4674583,-1925.88140251,-2395.90021001,-2.23125095914
-32881525.7477,26409055.2109,-25134.6220441,-1925.00789539,-2396.60203598,-2.23058330115
-32891148.6029,26397070.4468,-25145.7732908,-1924.13413258,-2397.30354354,-2.22991534687
-32900767.0886,26385082.176,-25156.9211971,-1923.2601142,-2398.00473261,-2.22924709639
-32910381.2036,26373090.4,-25168.0657613,-1922.38584036,-2398.70560307,-2.22857854978
-32919990.9466,26361095.1205,-25179.2069821,-1921.51131118,-2399.40615485,-2.22790970715
-32929596.3163,26349096.339,-25190.3448579,-1920.63652677,-2400.10638784,-2.22724056858
-32939197.3114,26337094.0571,-25201.4793873,-1919.76148725,-2400.80630197,-2.22657113416
-32948793.9307,26325088.2765,-25212.6105687,-1918.88619273,-2401.50589712,-2.22590140398
-32958386.1729,26313078.9987,-25223.7384008,-1918.01064334,-2402.20517321,-2.22523137813
-32967974.0368,26301066.2253,-25234.862882,-1917.13483919,-2402.90413015,-2.22456105669
-32977557.5209,26289049.9579,-25245.9840109,-1916.25878039,-2403.60276784,-2.22389043976
-32987136.6241,26277030.1982,-25257.1017859,-1915.38246706,-2404.30108619,-2.22321952742
-32996711.3452,26265006.9476,-25268.2162057,-1914.50589933,-2404.99908511,-2.22254831976
-33006281.6827,26252980.2078,-25279.3272686,-1913.62907729,-2405.69676451,-2.22187681688
-33015847.6355,26240949.9805,-25290.4349733,-1912.75200107,-2406.39412429,-2.22120501886
-33025409.2023,26228916.2671,-25301.5393183,-1911.8746708,-2407.09116436,-2.2205329258
-33034966.3818,26216879.0694,-25312.6403021,-1910.99708657,-2407.78788463,-2.21986053777
-33044519.1727,26204838.3888,-25323.7379232,-1910.11924852,-2408.48428501,-2.21918785487
-33054067.5739,26192794.2271,-25334.8321802,-1909.24115675,-2409.1803654,-2.2185148772
-33063611.5839,26180746.5857,-25345.9230715,-1908.36281138,-2409.8761257,-2.21784160483
-33073151.2015,26168695.4663,-25357.0105957,-1907.48421254,-2410.57156584,-2.21716803785
-33082686.4256,26156640.8706,-25368.0947514,-1906.60536033,-2411.26668571,-2.21649417637
-33092217.2547,26144582.8,-25379.175537,-1905.72625487,-2411.96148523,-2.21582002046
-33101743.6877,26132521.2563,-25390.2529511,-1904.84689628,-2412.6559643,-2.21514557022
-33111265.7233,26120456.2409,-25401.3269922,-1903.96728468,-2413.35012283,-2.21447082574
-33120783.3601,26108387.7556,-25412.3976589,-1903.08742018,-2414.04396072,-2.2137957871
-33130296.597,26096315.8018,-25423.4649496,-1902.20730291,-2414.7374779,-2.21312045439
-33139805.4327,26084240.3813,-25434.5288629,-1901.32693297,-2415.43067425,-2.21244482771
-33149309.866,26072161.4956,-25445.5893974,-1900.44631048,-2416.1235497,-2.21176890715
-33158809.8954,26060079.1464,-25456.6465515,-1899.56543556,-2416.81610414,-2.21109269279
-33168305.5199,26047993.3351,-25467.7003238,-1898.68430834,-2417.50833749,-2.21041618472
-33177796.7381,26035904.0635,-25478.7507129,-1897.80292891,-2418.20024966,-2.20973938304
-33187283.5488,26023811.3332,-25489.7977172,-1896.92129741,-2418.89184055,-2.20906228783
-33196765.9506,26011715.1457,-25500.8413353,-1896.03941395,-2419.58311008,-2.20838489919
-33206243.9425,25999615.5026,-25511.8815657,-1895.15727864,-2420.27405814,-2.2077072172
-33215717.523,25987512.4056,-25522.9184069,-1894.27489161,-2420.96468465,-2.20702924195
-33225186.691,25975405.8563,-25533.9518576,-1893.39225297,-2421.65498952,-2.20635097354
-33234651.4451,25963295.8562,-25544.9819162,-1892.50936283,-2422.34497265,-2.20567241205
-33244111.7842,25951182.4071,-25556.0085812,-1891.62622132,-2423.03463396,-2.20499355757
-33253567.7069,25939065.5104,-25567.0318513,-1890.74282855,-2423.72397335,-2.2043144102
-33263019.2121,25926945.1679,-25578.0517248,-1889.85918464,-2424.41299073,-2.20363497002
-33272466.2983,25914821.3811,-25589.0682005,-1888.97528971,-2425.10168601,-2.20295523713
-33281908.9645,25902694.1516,-25600.0812767,-1888.09114387,-2425.79005909,-2.20227521161
-33291347.2094,25890563.481,-25611.0909521,-1887.20674725,-2426.4781099,-2.20159489356
-33300781.0316,25878429.371,-25622.0972252,-1886.32209995,-2427.16583833,-2.20091428306
-33310210.4299,25866291.8232,-25633.1000945,-1885.4372021,-2427.85324429,-2.20023338021
-33319635.4032,25854150.8391,-25644.0995585,-1884.55205381,-2428.54032769,-2.1995521851
-33329055.9501,25842006.4204,-25655.0956158,-1883.6666552,-2429.22708845,-2.19887069781
-33338472.0693,25829858.5688,-25666.088265,-1882.78100639,-2429.91352646,-2.19818891844
-33347883.7597,25817707.2857,-25677.0775045,-1881.8951075,-2430.59964165,-2.19750684707
-33357291.02,25805552.5729,-25688.063333,-1881.00895864,-2431.28543391,-2.19682448381
-33366693.8489,25793394.4319,-25699.0457489,-1880.12255994,-2431.97090316,-2.19614182873
-33376092.2452,25781232.8644,-25710.0247508,-1879.2359115,-2432.6560493,-2.19545888194
-33385486.2076,25769067.872,-25721.0003372,-1878.34901345,-2433.34087225,-2.19477564351
-33394875.7349,25756899.4562,-25731.9725067,-1877.46186591,-2434.02537192,-2.19409211355
-33404260.8258,25744727.6188,-25742.9412578,-1876.57446899,-2434.70954821,-2.19340829213
-33413641.4792,25732552.3613,-25753.9065891,-1875.68682281,-2435.39340103,-2.19272417936
-33423017.6936,25720373.6853,-25764.8684992,-1874.79892749,-2436.07693029,-2.19203977532
-33432389.468,25708191.5925,-25775.8269864,-1873.91078314,-2436.7601359,-2.19135508011
-33441756.8011,25696006.0845,-25786.7820495,-1873.02238989,-2437.44301778,-2.19067009381
-33451119.6915,25683817.1629,-25797.7336869,-1872.13374785,-2438.12557582,-2.18998481652
-33460478.1381,25671624.8293,-25808.6818972,-1871.24485714,-2438.80780994,-2.18929924833
-33469832.1397,25659429.0853,-25819.6266789,-1870.35571788,-2439.48972005,-2.18861338932
-33479181.6949,25647229.9326,-25830.5680306,-1869.46633019,-2440.17130606,-2.18792723959
-33488526.8025,25635027.3728,-25841.5059508,-1868.57669418,-2440.85256788,-2.18724079924
-33497867.4614,25622821.4075,-25852.4404381,-1867.68680997,-2441.53350541,-2.18655406834
-33507203.6702,25610612.0383,-25863.371491,-1866.79667769,-2442.21411857,-2.185867047
-33516535.4278,25598399.2668,-25874.2991081,-1865.90629744,-2442.89440727,-2.1851797353
-33525862.7328,25586183.0947,-25885.2232878,-1865.01566935,-2443.57437141,-2.18449213334
-33535185.5841,25573963.5236,-25896.1440289,-1864.12479353,-2444.25401091,-2.1838042412
-33544503.9803,25561740.5552,-25907.0613298,-1863.23367011,-2444.93332568,-2.18311605898
-33553817.9203,25549514.1909,-25917.975189,-1862.3422992,-2445.61231562,-2.18242758677
-33563127.4029,25537284.4326,-25928.8856052,-1861.45068093,-2446.29098064,-2.18173882467
-33572432.4267,25525051.2817,-25939.7925768,-1860.5588154,-2446.96932067,-2.18104977275
-33581732.9906,25512814.7399,-25950.6961024,-1859.66670273,-2447.64733559,-2.18036043112
-33591029.0934,25500574.8089,-25961.5961806,-1858.77434306,-2448.32502533,-2.17967079986
-33600320.7337,25488331.4902,-25972.4928099,-1857.88173648,-2449.0023898,-2.17898087907
-33609607.9103,25476084.7855,-25983.3859889,-1856.98888314,-2449.6794289,-2.17829066884
-33618890.6221,25463834.6964,-25994.2757161,-1856.09578313,-2450.35614255,-2.17760016926
-33628168.8677,25451581.2246,-26005.1619901,-1855.20243658,-2451.03253066,-2.17690938042
-33637442.646,25439324.3717,-26016.0448095,-1854.30884361,-2451.70859313,-2.17621830241
-33646711.9558,25427064.1392,-26026.9241727,-1853.41500433,-2452.38432987,-2.17552693533
-33655976.7957,25414800.5289,-26037.8000783,-1852.52091888,-2453.05974081,-2.17483527927
-33665237.1645,25402533.5424,-26048.672525,-1851.62658735,-2453.73482584,-2.17414333431
-33674493.0611,25390263.1812,-26059.5415112,-1850.73200988,-2454.40958488,-2.17345110056
-33683744.4842,25377989.4471,-26070.4070355,-1849.83718659,-2455.08401783,-2.1727585781
-33692991.4326,25365712.3416,-26081.2690965,-1848.94211758,-2455.75812462,-2.17206576702
-33702233.905,25353431.8664,-26092.1276927,-1848.04680298,-2456.43190514,-2.17137266742
-33711471.9002,25341148.0231,-26102.9828227,-1847.15124291,-2457.10535931,-2.17067927939
-33720705.417,25328860.8133,-26113.834485,-1846.25543749,-2457.77848704,-2.16998560302
-33729934.4542,25316570.2387,-26124.6826782,-1845.35938684,-2458.45128824,-2.1692916384
-33739159.0105,25304276.301,-26135.5274009,-1844.46309107,-2459.12376283,-2.16859738563
-33748379.0847,25291979.0016,-26146.3686516,-1843.56655031,-2459.79591071,-2.16790284479
-33757594.6756,25279678.3424,-26157.2064289,-1842.66976466,-2460.46773178,-2.16720801599
-33766805.7819,25267374.3249,-26168.0407313,-1841.77273427,-2461.13922598,-2.1665128993
-33776012.4025,25255066.9507,-26178.8715574,-1840.87545923,-2461.8103932,-2.16581749483
-33785214.5361,25242756.2215,-26189.6989058,-1839.97793967,-2462.48123335,-2.16512180267
-33794412.1815,25230442.1389,-26200.5227749,-1839.08017572,-2463.15174635,-2.16442582291
-33803605.3375,25218124.7046,-26211.3431635,-1838.18216748,-2463.82193211,-2.16372955563
-33812794.0028,25205803.9201,-26222.16007,-1837.28391508,-2464.49179053,-2.16303300094
